"udid","ts","date","prod_name","prod_type",rev
"c40e18eb7d594bdda0dee622c176a888","2016-04-01 09:49:06","2016-04-01","iap_1_gems_2","gems",760
"4b761010eca541e2b8f1b12a029777c2","2016-04-02 06:58:12","2016-04-02","iap_1_gems_5","gems",1810
"4b761010eca541e2b8f1b12a029777c2","2016-04-02 07:32:57","2016-04-02","iap_1_gems_5","gems",1810
"96360c446b25422c86f8a21b14e1be9f","2016-04-12 16:15:29","2016-04-12","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-03-19 21:46:20","2016-03-19","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-19 22:09:26","2016-03-19","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-20 06:19:38","2016-03-20","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-20 19:40:14","2016-03-20","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-20 19:46:47","2016-03-20","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-20 19:46:52","2016-03-20","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-20 19:53:53","2016-03-20","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-20 19:56:11","2016-03-20","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-21 14:34:45","2016-03-21","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-21 14:41:40","2016-03-21","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-21 15:10:56","2016-03-21","iap_1_gems_2","gems",760
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-21 19:40:51","2016-03-21","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-03-22 17:41:25","2016-03-22","iap_1_gems_1","gems",410
"6b730f0fa590412793857e2988523a48","2016-03-23 03:18:31","2016-03-23","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-23 03:29:48","2016-03-23","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-23 09:28:59","2016-03-23","iap_1_gems_5","gems",1810
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-25 13:06:36","2016-03-25","iap_1_passes_2","chapterPasses",760
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-25 14:09:43","2016-03-25","iap_1_passes_2","chapterPasses",760
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-26 18:40:37","2016-03-26","iap_1_gems_10","gems",3560
"6b730f0fa590412793857e2988523a48","2016-03-26 20:29:09","2016-03-26","iap_1_passes_1","chapterPasses",410
"6b730f0fa590412793857e2988523a48","2016-03-26 21:04:56","2016-03-26","iap_1_passes_1","chapterPasses",410
"6b730f0fa590412793857e2988523a48","2016-03-26 22:49:23","2016-03-26","iap_1_passes_1","chapterPasses",410
"6b730f0fa590412793857e2988523a48","2016-03-26 23:00:58","2016-03-26","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-26 23:10:50","2016-03-26","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-26 23:11:48","2016-03-26","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-27 07:19:30","2016-03-27","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-27 07:21:03","2016-03-27","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-03-27 07:21:07","2016-03-27","iap_1_gems_2","gems",760
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-27 18:31:24","2016-03-27","iap_1_passes_5","chapterPasses",1810
"d2aadfcf06154fef8bd95c4f61678f3f","2016-03-28 19:22:44","2016-03-28","iap_1_passes_5","chapterPasses",1810
"6b730f0fa590412793857e2988523a48","2016-03-31 20:10:53","2016-03-31","iap_1_passes_1","chapterPasses",410
"6b730f0fa590412793857e2988523a48","2016-04-01 15:58:26","2016-04-01","iap_1_gems_2","gems",760
"d2aadfcf06154fef8bd95c4f61678f3f","2016-04-01 20:00:10","2016-04-01","iap_1_gems_10","gems",3560
"6b730f0fa590412793857e2988523a48","2016-04-05 16:44:54","2016-04-05","iap_1_passes_1","chapterPasses",410
"6b730f0fa590412793857e2988523a48","2016-04-13 19:19:10","2016-04-13","iap_1_gems_2","gems",760
"6b730f0fa590412793857e2988523a48","2016-04-13 19:22:58","2016-04-13","iap_1_gems_5","gems",1810
"6b730f0fa590412793857e2988523a48","2016-04-14 19:57:39","2016-04-14","iap_1_gems_2","gems",760
"d2aadfcf06154fef8bd95c4f61678f3f","2016-04-16 19:03:17","2016-04-16","iap_value_pack_008","valuePack",2860
"6b730f0fa590412793857e2988523a48","2016-04-17 05:21:46","2016-04-17","iap_value_pack_008","valuePack",2860
"6b730f0fa590412793857e2988523a48","2016-04-17 13:34:32","2016-04-17","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-04-17 14:24:36","2016-04-17","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-04-17 15:30:23","2016-04-17","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-04-18 04:57:27","2016-04-18","iap_1_passes_2","chapterPasses",760
"6b730f0fa590412793857e2988523a48","2016-04-19 06:45:11","2016-04-19","iap_1_passes_2","chapterPasses",760
"097da489d1444dfca2a9c4f1fffa7c0e","2016-03-02 10:15:26","2016-03-02","iap_1_passes_2","chapterPasses",760
"3e3d875ad0e7486692d8e55d746400f8","2016-03-02 17:51:53","2016-03-02","iap_1_passes_10","chapterPasses",3555
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-03 20:47:00","2016-03-03","iap_1_gems_2","gems",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-03 21:02:14","2016-03-03","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-04 00:08:08","2016-03-04","iap_1_passes_1","chapterPasses",410
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-04 00:28:05","2016-03-04","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-04 01:37:26","2016-03-04","iap_1_passes_2","chapterPasses",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-04 01:56:40","2016-03-04","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-04 04:09:19","2016-03-04","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-04 10:28:26","2016-03-04","iap_1_gems_5","gems",1810
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-04 12:12:33","2016-03-04","iap_1_gems_5","gems",1810
"097da489d1444dfca2a9c4f1fffa7c0e","2016-03-04 12:51:22","2016-03-04","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-04 14:47:09","2016-03-04","iap_1_gems_2","gems",760
"3278d6781865420e97731ae10e093f84","2016-03-04 19:58:26","2016-03-04","iap_1_gems_2","gems",760
"3278d6781865420e97731ae10e093f84","2016-03-04 20:10:44","2016-03-04","iap_1_gems_10","gems",3560
"e4e143ecad324d96ac1c7a9f95738d09","2016-03-05 07:30:27","2016-03-05","iap_1_gems_2","gems",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-05 11:28:06","2016-03-05","iap_1_gems_5","gems",1810
"e4e143ecad324d96ac1c7a9f95738d09","2016-03-05 11:30:40","2016-03-05","iap_1_passes_1","chapterPasses",410
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-05 12:21:33","2016-03-05","iap_1_passes_2","chapterPasses",760
"c4a8b6e54a3348cdbec7204bb7693960","2016-03-05 13:04:06","2016-03-05","iap_1_gems_2","gems",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-05 18:52:54","2016-03-05","iap_1_gems_2","gems",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-05 19:11:12","2016-03-05","iap_1_gems_1","gems",410
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-05 19:11:23","2016-03-05","iap_1_gems_2","gems",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-05 19:28:09","2016-03-05","iap_1_gems_2","gems",760
"c4a8b6e54a3348cdbec7204bb7693960","2016-03-05 21:00:35","2016-03-05","iap_1_gems_2","gems",760
"c4a8b6e54a3348cdbec7204bb7693960","2016-03-05 21:08:29","2016-03-05","iap_1_gems_2","gems",760
"c4a8b6e54a3348cdbec7204bb7693960","2016-03-06 10:44:50","2016-03-06","iap_1_gems_2","gems",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-06 13:33:41","2016-03-06","iap_1_gems_5","gems",1810
"47958735e13e459a872210406167749c","2016-03-06 13:36:16","2016-03-06","iap_1_gems_5","gems",1810
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-06 14:13:23","2016-03-06","iap_1_gems_2","gems",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-06 14:29:18","2016-03-06","iap_1_passes_2","chapterPasses",760
"a13a9266c1974fbb91d6cc0705125b7d","2016-03-06 14:56:15","2016-03-06","iap_1_gems_1","gems",410
"4f92671cb5174134963042e9f2470d8f","2016-03-06 19:01:30","2016-03-06","iap_1_passes_2","chapterPasses",760
"91ababe87ae34b609b2abbe1ccdc4b1c","2016-03-07 00:53:41","2016-03-07","iap_1_passes_2","chapterPasses",760
"015e6d54a8c3437796218c4d8b172221","2016-03-07 04:11:48","2016-03-07","iap_1_gems_2","gems",760
"4f92671cb5174134963042e9f2470d8f","2016-03-07 12:50:29","2016-03-07","iap_1_gems_1","gems",410
"d9dc841e00f94669a78d1884b17a6bfc","2016-03-07 14:39:50","2016-03-07","iap_1_gems_2","gems",760
"213af9b57a524f0cb9e8ee991947d22c","2016-03-07 22:52:17","2016-03-07","iap_1_gems_5","gems",1810
"213af9b57a524f0cb9e8ee991947d22c","2016-03-07 23:05:14","2016-03-07","iap_1_passes_5","chapterPasses",1810
"a357ef0a2f8b45ea89c80cb48e8beebc","2016-03-08 09:14:54","2016-03-08","iap_1_passes_2","chapterPasses",760
"47958735e13e459a872210406167749c","2016-03-08 15:00:26","2016-03-08","iap_1_gems_5","gems",1810
"a357ef0a2f8b45ea89c80cb48e8beebc","2016-03-08 20:29:20","2016-03-08","iap_1_gems_5","gems",1810
"851f5396f1a8427fb151af5035b4bf90","2016-03-12 01:12:59","2016-03-12","iap_1_gems_5","gems",1810
"47958735e13e459a872210406167749c","2016-03-12 21:12:34","2016-03-12","iap_1_gems_2","gems",760
"47958735e13e459a872210406167749c","2016-03-13 09:00:32","2016-03-13","iap_1_gems_2","gems",760
"47958735e13e459a872210406167749c","2016-03-18 19:50:12","2016-03-18","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-21 09:29:49","2016-03-21","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-21 11:56:54","2016-03-21","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-21 12:00:09","2016-03-21","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-21 21:17:26","2016-03-21","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-21 23:26:59","2016-03-21","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-22 04:09:42","2016-03-22","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-22 05:42:35","2016-03-22","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-22 05:59:12","2016-03-22","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-22 10:28:59","2016-03-22","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-22 11:27:25","2016-03-22","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-22 13:05:40","2016-03-22","iap_1_gems_2","gems",760
"aef8ce7fe7d54311b59bfbab6051622d","2016-03-26 05:42:44","2016-03-26","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-27 16:05:57","2016-03-27","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-27 16:26:15","2016-03-27","iap_1_passes_2","chapterPasses",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-27 16:31:53","2016-03-27","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-27 16:37:41","2016-03-27","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-03-27 17:14:48","2016-03-27","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-04-02 08:04:28","2016-04-02","iap_1_gems_5","gems",1810
"2806440a7e4347b5a83a2d9351cb65bc","2016-04-11 07:53:36","2016-04-11","iap_1_gems_2","gems",760
"2806440a7e4347b5a83a2d9351cb65bc","2016-04-11 08:10:07","2016-04-11","iap_1_gems_2","gems",760
"805c7c0e7ba6463d8b23e112c8cf7d70","2016-03-01 07:18:48","2016-03-01","iap_1_gems_2","gems",760
"806ac092807640b5ac8844aa9aab6e75","2016-03-01 17:49:53","2016-03-01","iap_1_passes_2","chapterPasses",760
"806ac092807640b5ac8844aa9aab6e75","2016-03-01 17:52:10","2016-03-01","iap_1_gems_2","gems",760
"6340171ee8bf4e19bdb4c4cec72c6c78","2016-03-03 18:10:01","2016-03-03","iap_1_gems_5","gems",1810
"6340171ee8bf4e19bdb4c4cec72c6c78","2016-03-03 18:17:30","2016-03-03","iap_1_passes_2","chapterPasses",760
"29575243f95f4bea8ad324b2e56d29d3","2016-03-04 16:45:35","2016-03-04","iap_1_gems_10","gems",3560
"29575243f95f4bea8ad324b2e56d29d3","2016-03-04 16:46:00","2016-03-04","iap_1_passes_10","chapterPasses",3555
"883e236126d8464cad1d9418e28aa6c5","2016-03-04 22:31:58","2016-03-04","iap_1_gems_1","gems",410
"883e236126d8464cad1d9418e28aa6c5","2016-03-04 22:55:19","2016-03-04","iap_1_gems_2","gems",760
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 00:28:37","2016-03-05","iap_1_passes_1","chapterPasses",410
"5234fcca50c94b9fbb121133b6cf0d35","2016-03-05 01:24:27","2016-03-05","iap_1_passes_2","chapterPasses",760
"5234fcca50c94b9fbb121133b6cf0d35","2016-03-05 02:25:43","2016-03-05","iap_1_passes_2","chapterPasses",760
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 10:36:36","2016-03-05","iap_1_gems_1","gems",410
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 11:19:53","2016-03-05","iap_1_gems_1","gems",410
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-05 15:51:11","2016-03-05","iap_1_gems_2","gems",760
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 22:04:38","2016-03-05","iap_1_gems_1","gems",410
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 22:31:39","2016-03-05","iap_1_passes_1","chapterPasses",410
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 22:36:09","2016-03-05","iap_1_gems_2","gems",760
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 23:13:03","2016-03-05","iap_1_gems_1","gems",410
"883e236126d8464cad1d9418e28aa6c5","2016-03-05 23:26:19","2016-03-05","iap_1_passes_1","chapterPasses",410
"883e236126d8464cad1d9418e28aa6c5","2016-03-06 00:26:54","2016-03-06","iap_1_passes_1","chapterPasses",410
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-06 05:48:29","2016-03-06","iap_1_gems_2","gems",760
"e8f616a014c24845879a199b6b5529e6","2016-03-06 11:17:48","2016-03-06","iap_1_gems_2","gems",760
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-06 16:29:28","2016-03-06","iap_1_gems_2","gems",760
"72a0630ad6bf450e9ea4eca2960aa38b","2016-03-06 16:42:11","2016-03-06","iap_1_gems_2","gems",760
"6340171ee8bf4e19bdb4c4cec72c6c78","2016-03-06 22:32:56","2016-03-06","iap_1_gems_5","gems",1810
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 07:00:11","2016-03-07","iap_1_gems_1","gems",410
"883e236126d8464cad1d9418e28aa6c5","2016-03-07 08:39:48","2016-03-07","iap_1_passes_1","chapterPasses",410
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 09:10:01","2016-03-07","iap_1_gems_1","gems",410
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 09:22:06","2016-03-07","iap_1_gems_2","gems",760
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 09:49:14","2016-03-07","iap_1_gems_5","gems",1810
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 10:14:08","2016-03-07","iap_1_gems_1","gems",410
"7fb8a7c5a73a49559f8f0045efee61d5","2016-03-07 11:30:38","2016-03-07","iap_1_gems_5","gems",1810
"7fb8a7c5a73a49559f8f0045efee61d5","2016-03-07 11:52:14","2016-03-07","iap_1_passes_5","chapterPasses",1810
"7fb8a7c5a73a49559f8f0045efee61d5","2016-03-07 11:59:44","2016-03-07","iap_1_gems_5","gems",1810
"72a0630ad6bf450e9ea4eca2960aa38b","2016-03-07 12:28:17","2016-03-07","iap_1_gems_1","gems",410
"72a0630ad6bf450e9ea4eca2960aa38b","2016-03-07 14:08:33","2016-03-07","iap_1_gems_1","gems",410
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 14:15:22","2016-03-07","iap_1_gems_2","gems",760
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 14:15:37","2016-03-07","iap_1_gems_2","gems",760
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-07 18:22:38","2016-03-07","iap_1_gems_2","gems",760
"72a0630ad6bf450e9ea4eca2960aa38b","2016-03-07 19:10:22","2016-03-07","iap_1_gems_5","gems",1810
"d1b577bf88c64af6b028244a0d70c801","2016-03-08 09:22:07","2016-03-08","iap_1_passes_10","chapterPasses",3555
"abe8389ecf234c7680be947e85e1f9fa","2016-03-08 14:24:05","2016-03-08","iap_1_passes_1","chapterPasses",410
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-08 14:49:27","2016-03-08","iap_1_gems_2","gems",760
"72a0630ad6bf450e9ea4eca2960aa38b","2016-03-08 16:18:27","2016-03-08","iap_1_gems_2","gems",760
"29575243f95f4bea8ad324b2e56d29d3","2016-03-08 16:47:32","2016-03-08","iap_1_gems_10","gems",3560
"e8f616a014c24845879a199b6b5529e6","2016-03-09 04:53:36","2016-03-09","iap_1_gems_2","gems",760
"e8f616a014c24845879a199b6b5529e6","2016-03-09 04:53:56","2016-03-09","iap_1_gems_2","gems",760
"de627d126f3049f4b0ffe6e6a8a37bb4","2016-03-09 07:15:54","2016-03-09","iap_1_passes_10","chapterPasses",3555
"72a0630ad6bf450e9ea4eca2960aa38b","2016-03-09 12:01:45","2016-03-09","iap_1_gems_5","gems",1810
"de627d126f3049f4b0ffe6e6a8a37bb4","2016-03-09 13:59:06","2016-03-09","iap_1_gems_10","gems",3560
"29575243f95f4bea8ad324b2e56d29d3","2016-03-10 08:16:52","2016-03-10","iap_1_gems_10","gems",3560
"e8f616a014c24845879a199b6b5529e6","2016-03-11 05:08:07","2016-03-11","iap_1_gems_2","gems",760
"9d7eb9c0e3c34dfd8076d813d5092abe","2016-03-11 15:11:30","2016-03-11","iap_1_gems_1","gems",410
"29575243f95f4bea8ad324b2e56d29d3","2016-03-11 15:37:37","2016-03-11","iap_1_gems_5","gems",1810
"29575243f95f4bea8ad324b2e56d29d3","2016-03-11 15:59:22","2016-03-11","iap_1_gems_5","gems",1810
"7e6c66a57759478a91699714fdfb17a6","2016-03-12 09:49:59","2016-03-12","iap_1_gems_2","gems",760
"130bd8c90c604469b7f86b18b0604e53","2016-03-14 14:29:59","2016-03-14","iap_1_gems_5","gems",1810
"5234fcca50c94b9fbb121133b6cf0d35","2016-03-18 22:16:21","2016-03-18","iap_1_gems_2","gems",760
"883e236126d8464cad1d9418e28aa6c5","2016-03-20 01:33:02","2016-03-20","iap_1_passes_1","chapterPasses",410
"9f661604a85649c0bd972bc0aeac29af","2016-03-25 17:00:35","2016-03-25","iap_1_passes_1","chapterPasses",410
"5234fcca50c94b9fbb121133b6cf0d35","2016-03-27 21:05:39","2016-03-27","iap_1_passes_2","chapterPasses",760
"61e805a68ac246ce99c66a1fd5df28d2","2016-04-01 17:56:11","2016-04-01","iap_1_gems_2","gems",760
"b9449a8d60224dab82dc30b645367f6a","2016-03-02 07:55:09","2016-03-02","iap_1_passes_2","chapterPasses",760
"b9449a8d60224dab82dc30b645367f6a","2016-03-02 09:08:09","2016-03-02","iap_1_gems_2","gems",760
"b9449a8d60224dab82dc30b645367f6a","2016-03-02 19:14:35","2016-03-02","iap_1_passes_5","chapterPasses",1810
"b0e5b34fb5344db4820665db45fe802b","2016-03-05 13:18:24","2016-03-05","iap_1_passes_2","chapterPasses",760
"76863014f8d145a0a37517bed8a82aa4","2016-03-06 04:48:31","2016-03-06","iap_1_passes_5","chapterPasses",1810
"984c3c4715384e1e9c73d1d93a4fef08","2016-03-06 06:33:01","2016-03-06","iap_1_passes_1","chapterPasses",410
"5e1da0a5f8734ffabfa6f47e7ea2e165","2016-03-06 07:37:48","2016-03-06","iap_1_passes_5","chapterPasses",1810
"5e1da0a5f8734ffabfa6f47e7ea2e165","2016-03-06 07:38:57","2016-03-06","iap_1_gems_2","gems",760
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-03-06 09:46:21","2016-03-06","iap_1_gems_2","gems",760
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-03-06 09:53:07","2016-03-06","iap_1_passes_2","chapterPasses",760
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-03-06 09:58:40","2016-03-06","iap_1_gems_2","gems",760
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-03-06 10:13:52","2016-03-06","iap_1_gems_2","gems",760
"ff6e0d6107ae49f8a5990196dc40be78","2016-03-07 06:06:44","2016-03-07","iap_1_gems_2","gems",760
"d205dd74b279468bb981438022f4e967","2016-03-07 14:31:30","2016-03-07","iap_1_gems_5","gems",1810
"b0120455d8db4992beff8210599f9d70","2016-03-07 14:41:52","2016-03-07","iap_1_gems_2","gems",760
"d205dd74b279468bb981438022f4e967","2016-03-07 14:50:30","2016-03-07","iap_1_passes_2","chapterPasses",760
"b0120455d8db4992beff8210599f9d70","2016-03-07 14:59:46","2016-03-07","iap_1_passes_2","chapterPasses",760
"ff6e0d6107ae49f8a5990196dc40be78","2016-03-07 15:33:40","2016-03-07","iap_1_passes_2","chapterPasses",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 20:33:12","2016-03-07","iap_1_gems_2","gems",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 20:34:49","2016-03-07","iap_1_gems_2","gems",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 20:50:45","2016-03-07","iap_1_gems_2","gems",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 20:55:22","2016-03-07","iap_1_passes_1","chapterPasses",410
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 20:57:42","2016-03-07","iap_1_gems_2","gems",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 20:57:52","2016-03-07","iap_1_gems_1","gems",410
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 21:00:41","2016-03-07","iap_1_gems_1","gems",410
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 21:00:46","2016-03-07","iap_1_gems_2","gems",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 21:15:38","2016-03-07","iap_1_gems_1","gems",410
"659bc58bcdaf413298dc15fe05b0369e","2016-03-07 21:26:22","2016-03-07","iap_1_gems_2","gems",760
"e8f6ed10083d45c092d408a184960e75","2016-03-07 21:36:55","2016-03-07","iap_1_gems_2","gems",760
"d205dd74b279468bb981438022f4e967","2016-03-07 22:52:50","2016-03-07","iap_1_gems_10","gems",3560
"619adec6f71849bca2ad53040126bb1a","2016-03-08 01:33:18","2016-03-08","iap_1_gems_2","gems",760
"b0120455d8db4992beff8210599f9d70","2016-03-08 12:57:14","2016-03-08","iap_1_gems_2","gems",760
"b0120455d8db4992beff8210599f9d70","2016-03-08 13:38:17","2016-03-08","iap_1_passes_2","chapterPasses",760
"b0120455d8db4992beff8210599f9d70","2016-03-08 14:07:38","2016-03-08","iap_1_gems_2","gems",760
"b0120455d8db4992beff8210599f9d70","2016-03-08 14:07:50","2016-03-08","iap_1_gems_2","gems",760
"ff6e0d6107ae49f8a5990196dc40be78","2016-03-08 18:36:06","2016-03-08","iap_1_passes_1","chapterPasses",410
"659bc58bcdaf413298dc15fe05b0369e","2016-03-08 22:28:56","2016-03-08","iap_1_gems_1","gems",410
"659bc58bcdaf413298dc15fe05b0369e","2016-03-08 22:31:49","2016-03-08","iap_1_gems_2","gems",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-08 22:43:32","2016-03-08","iap_1_gems_2","gems",760
"659bc58bcdaf413298dc15fe05b0369e","2016-03-08 22:47:10","2016-03-08","iap_1_gems_2","gems",760
"d205dd74b279468bb981438022f4e967","2016-03-09 02:26:42","2016-03-09","iap_1_gems_20","gems",7060
"b0120455d8db4992beff8210599f9d70","2016-03-09 04:59:11","2016-03-09","iap_1_gems_2","gems",760
"b0120455d8db4992beff8210599f9d70","2016-03-09 04:59:27","2016-03-09","iap_1_gems_2","gems",760
"b0120455d8db4992beff8210599f9d70","2016-03-09 05:31:42","2016-03-09","iap_1_gems_2","gems",760
"b0120455d8db4992beff8210599f9d70","2016-03-09 13:02:28","2016-03-09","iap_1_gems_2","gems",760
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-03-09 20:58:04","2016-03-09","iap_1_passes_2","chapterPasses",760
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-03-10 06:42:16","2016-03-10","iap_1_gems_5","gems",1810
"619adec6f71849bca2ad53040126bb1a","2016-03-13 17:43:41","2016-03-13","iap_1_passes_2","chapterPasses",760
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-04-06 06:36:23","2016-04-06","iap_1_gems_5","gems",1810
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-04-06 19:19:30","2016-04-06","iap_1_gems_5","gems",1810
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-04-07 15:27:24","2016-04-07","iap_1_gems_5","gems",1810
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-04-07 19:53:11","2016-04-07","iap_1_gems_5","gems",1810
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-04-09 08:50:43","2016-04-09","iap_1_gems_10","gems",3560
"8ebca94eb5d24b77a6f4bfb61f03ba01","2016-04-09 09:48:10","2016-04-09","iap_1_passes_10","chapterPasses",3555
"a27af68d891348ba9c18b0f02ffee158","2016-03-01 07:21:57","2016-03-01","iap_1_gems_2","gems",760
"a0b4d78a881944f08be0e9abbb11a4d2","2016-03-01 13:33:30","2016-03-01","iap_1_gems_5","gems",1810
"39815bd8b8f947bc816edd4ffcf9f500","2016-03-01 15:12:28","2016-03-01","iap_1_passes_5","chapterPasses",1810
"39815bd8b8f947bc816edd4ffcf9f500","2016-03-01 15:13:03","2016-03-01","iap_1_gems_5","gems",1810
"a27af68d891348ba9c18b0f02ffee158","2016-03-02 06:13:02","2016-03-02","iap_1_passes_2","chapterPasses",760
